epoch,train_loss,val_loss,train_acc,val_acc,lr
26,0.13022560477256775,0.19184510409832,0.9661654135338346,0.9122807017543859,0.00025
27,0.13090212643146515,0.18300709128379822,0.9774436090225563,0.9122807017543859,0.00025
28,0.12458462566137314,0.17342370748519897,0.9774436090225563,0.9122807017543859,0.00025
29,0.11863680332899093,0.17769962549209595,0.9774436090225563,0.9122807017543859,0.00025
30,0.11838125288486481,0.1732867807149887,0.981203007518797,0.9122807017543859,0.00025
31,0.12301700562238693,0.17338761687278748,0.9736842105263158,0.9298245614035088,0.00025
32,0.12848490178585054,0.17004071176052094,0.9661654135338346,0.9122807017543859,0.00025
33,0.11719301491975784,0.16805309057235718,0.9849624060150376,0.9122807017543859,0.00025
34,0.1176326483488083,0.17149774730205536,0.9661654135338346,0.9122807017543859,0.00025
35,0.11788064986467361,0.1686737835407257,0.9661654135338346,0.9122807017543859,0.00025
36,0.11658775061368942,0.16482578217983246,0.9774436090225563,0.9122807017543859,0.00025
37,0.11337477713823318,0.16250868141651154,0.9774436090225563,0.9298245614035088,0.00025
38,0.13507668823003768,0.15685716271400452,0.9661654135338346,0.9122807017543859,0.00025
39,0.11949663311243057,0.15072469413280487,0.9624060150375939,0.9473684210526315,0.00025
40,0.10197104513645172,0.15742413699626923,0.9699248120300752,0.9122807017543859,0.000125
41,0.10210422873497009,0.1613229513168335,0.9887218045112782,0.9122807017543859,0.000125
42,0.11693716198205947,0.16938507556915283,0.9887218045112782,0.9122807017543859,0.000125
43,0.10412358492612839,0.16721504926681519,0.981203007518797,0.9298245614035088,0.000125
44,0.10573396533727646,0.16356898844242096,0.9699248120300752,0.9298245614035088,0.000125
45,0.11011687964200974,0.15723295509815216,0.9736842105263158,0.9298245614035088,0.000125
46,0.10875708460807801,0.15568920969963074,0.981203007518797,0.9122807017543859,0.000125
47,0.09449726492166519,0.15151667594909668,0.9962406015037594,0.9122807017543859,0.000125
48,0.09192739129066467,0.1494552344083786,0.9962406015037594,0.9122807017543859,0.000125
49,0.10424935072660446,0.1513342261314392,0.9887218045112782,0.9122807017543859,0.000125
50,0.10072241127490997,0.15262751281261444,0.9774436090225563,0.9298245614035088,0.000125
51,0.10763396918773652,0.15488111972808838,0.9849624060150376,0.9298245614035088,0.000125
52,0.1133282795548439,0.15647275745868683,0.981203007518797,0.9298245614035088,0.000125
53,0.10300439596176147,0.1610231250524521,0.981203007518797,0.9122807017543859,0.000125
54,0.09899098575115203,0.15992280840873718,0.9887218045112782,0.9122807017543859,0.000125
55,0.09454644471406937,0.15095262229442596,0.9887218045112782,0.9122807017543859,0.000125
56,0.09618749469518661,0.14642634987831116,0.981203007518797,0.9122807017543859,0.000125
57,0.10271835774183273,0.14670585095882416,0.9736842105263158,0.9122807017543859,0.000125
58,0.09627384394407272,0.15683932602405548,0.9849624060150376,0.9298245614035088,0.000125
59,0.09630026519298554,0.1671021282672882,0.9887218045112782,0.9298245614035088,0.000125
60,0.11081010997295379,0.16205282509326935,0.9699248120300752,0.9298245614035088,6.25e-05
61,0.09791624993085861,0.15343666076660156,0.9849624060150376,0.9298245614035088,6.25e-05
62,0.11735644042491913,0.1480737030506134,0.9661654135338346,0.9298245614035088,6.25e-05
63,0.09584788233041763,0.1428256630897522,0.9736842105263158,0.9298245614035088,6.25e-05
64,0.13947857171297073,0.1438804566860199,0.9661654135338346,0.9122807017543859,6.25e-05
65,0.09959224313497543,0.15358251333236694,0.981203007518797,0.9122807017543859,6.25e-05
66,0.1056091159582138,0.15755559504032135,0.9849624060150376,0.9298245614035088,6.25e-05
67,0.10042567402124405,0.1584881842136383,0.9774436090225563,0.9298245614035088,6.25e-05
68,0.10003728121519088,0.15762096643447876,0.981203007518797,0.9298245614035088,6.25e-05
69,0.09604754000902176,0.15249991416931152,0.9887218045112782,0.9298245614035088,6.25e-05
70,0.10232085138559341,0.14935912191867828,0.9774436090225563,0.9298245614035088,6.25e-05
71,0.09239905476570129,0.14701813459396362,0.9849624060150376,0.9122807017543859,6.25e-05
72,0.08846673369407654,0.1474166214466095,0.981203007518797,0.9122807017543859,6.25e-05
73,0.0976922333240509,0.14928781986236572,0.9849624060150376,0.9122807017543859,6.25e-05
74,0.09517470449209213,0.15218253433704376,0.9849624060150376,0.9122807017543859,6.25e-05
75,0.0972728043794632,0.15101836621761322,0.9962406015037594,0.9122807017543859,6.25e-05
76,0.0939248889684677,0.14741583168506622,0.9887218045112782,0.9122807017543859,6.25e-05
77,0.10448753535747528,0.14330904185771942,0.981203007518797,0.9122807017543859,6.25e-05
78,0.08693315237760543,0.1423298567533493,0.9849624060150376,0.9122807017543859,6.25e-05
79,0.09631306380033493,0.14469508826732635,0.9774436090225563,0.9298245614035088,6.25e-05
80,0.10099727362394333,0.1473081111907959,0.9736842105263158,0.9298245614035088,3.125e-05
81,0.09688912183046341,0.14662961661815643,0.9887218045112782,0.9298245614035088,3.125e-05
82,0.08953349590301514,0.14866849780082703,0.9962406015037594,0.9298245614035088,3.125e-05
83,0.0925468623638153,0.14885878562927246,0.9849624060150376,0.9298245614035088,3.125e-05
84,0.09722843617200852,0.14699825644493103,0.981203007518797,0.9298245614035088,3.125e-05
85,0.08722874596714973,0.14561785757541656,0.9849624060150376,0.9298245614035088,3.125e-05
86,0.0920328065752983,0.14491276443004608,0.9924812030075187,0.9122807017543859,3.125e-05
87,0.09356971979141235,0.14339567720890045,0.9924812030075187,0.9122807017543859,3.125e-05
88,0.09590725302696228,0.14194756746292114,0.9887218045112782,0.9122807017543859,3.125e-05
89,0.08921741396188736,0.14116403460502625,0.9924812030075187,0.9122807017543859,3.125e-05
90,0.10026835948228836,0.14115141332149506,0.9924812030075187,0.9122807017543859,3.125e-05
91,0.09928391128778458,0.1419546902179718,0.9849624060150376,0.9298245614035088,3.125e-05
92,0.08788488954305648,0.14564019441604614,0.9887218045112782,0.9298245614035088,3.125e-05
93,0.09535826593637467,0.1481439769268036,0.9887218045112782,0.9298245614035088,3.125e-05
94,0.08949283808469773,0.14778035879135132,0.9887218045112782,0.9298245614035088,3.125e-05
95,0.08956540226936341,0.14585570991039276,0.9774436090225563,0.9298245614035088,3.125e-05
96,0.10118700414896012,0.14378483593463898,0.9774436090225563,0.9298245614035088,3.125e-05
97,0.09048629254102707,0.14417307078838348,0.9924812030075187,0.9298245614035088,3.125e-05
98,0.09467976987361908,0.1454329639673233,0.9887218045112782,0.9298245614035088,3.125e-05
99,0.09273772835731506,0.14554522931575775,0.9924812030075187,0.9298245614035088,3.125e-05
100,0.08859622627496719,0.14650583267211914,0.9849624060150376,0.9298245614035088,1.5625e-05
